id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
238,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,43,UNIT,2019
239,32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,3,UNIT,2019
240,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,0,UNIT,2019
241,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AGRIBISNIS,0,UNIT,2019
242,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,0,UNIT,2019
243,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,0,UNIT,2019
244,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,0,UNIT,2019
245,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,17,UNIT,2019
246,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEKORASI,0,UNIT,2019
247,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MEBEL,0,UNIT,2019
248,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,26,UNIT,2019
249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,1,UNIT,2019
250,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,4,UNIT,2019
251,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,0,UNIT,2019
252,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,17,UNIT,2019
253,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,49,UNIT,2019
254,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,6,UNIT,2019
255,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,OBAT-OBATAN,0,UNIT,2019
256,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,0,UNIT,2019
257,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,0,UNIT,2019
258,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,0,UNIT,2019
259,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,0,UNIT,2019
260,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,11,UNIT,2019
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEKORASI,0,UNIT,2019
262,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MEBEL,0,UNIT,2019
263,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,4,UNIT,2019
264,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,0,UNIT,2019
265,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,2,UNIT,2019
266,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,1,UNIT,2019
267,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,0,UNIT,2019
268,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,42,UNIT,2019
269,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,5,UNIT,2019
270,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,0,UNIT,2019
271,32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,0,UNIT,2019
272,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0,UNIT,2019
273,32,JAWA BARAT,3271,KOTA BOGOR,BATIK,2,UNIT,2019
274,32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0,UNIT,2019
275,32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,2,UNIT,2019
276,32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,1,UNIT,2019
277,32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,0,UNIT,2019
278,32,JAWA BARAT,3271,KOTA BOGOR,FASHION,1,UNIT,2019
279,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,6,UNIT,2019
280,32,JAWA BARAT,3271,KOTA BOGOR,JASA,0,UNIT,2019
281,32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,0,UNIT,2019
282,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,3,UNIT,2019
283,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,18,UNIT,2019
284,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,4,UNIT,2019
285,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0,UNIT,2019
286,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,3,UNIT,2019
287,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,1,UNIT,2019
288,32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0,UNIT,2019
289,32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0,UNIT,2019
290,32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,7,UNIT,2019
291,32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,0,UNIT,2019
292,32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,0,UNIT,2019
293,32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,3,UNIT,2019
294,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,1,UNIT,2019
295,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,1,UNIT,2019
296,32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,2,UNIT,2019
297,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,4,UNIT,2019
298,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,32,UNIT,2019
299,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,4,UNIT,2019
300,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0,UNIT,2019
301,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,0,UNIT,2019
302,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1,UNIT,2019
303,32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,0,UNIT,2019
304,32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0,UNIT,2019
305,32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,31,UNIT,2019
306,32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,1,UNIT,2019
307,32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,0,UNIT,2019
308,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,115,UNIT,2019
309,32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,5,UNIT,2019
310,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,10,UNIT,2019
311,32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,3,UNIT,2019
312,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,133,UNIT,2019
313,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,1,UNIT,2019
314,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,2,UNIT,2019
315,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,0,UNIT,2019
316,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,0,UNIT,2019
317,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,0,UNIT,2019
318,32,JAWA BARAT,3274,KOTA CIREBON,BATIK,1,UNIT,2019
319,32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0,UNIT,2019
320,32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,8,UNIT,2019
321,32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,0,UNIT,2019
322,32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,0,UNIT,2019
323,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,7,UNIT,2019
324,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,5,UNIT,2019
325,32,JAWA BARAT,3274,KOTA CIREBON,JASA,1,UNIT,2019
326,32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,0,UNIT,2019
327,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,0,UNIT,2019
328,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,76,UNIT,2019
329,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,10,UNIT,2019
330,32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,0,UNIT,2019
331,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,1,UNIT,2019
332,32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,0,UNIT,2019
333,32,JAWA BARAT,3275,KOTA BEKASI,BATIK,0,UNIT,2019
334,32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0,UNIT,2019
335,32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,2,UNIT,2019
336,32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,0,UNIT,2019
337,32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,0,UNIT,2019
338,32,JAWA BARAT,3275,KOTA BEKASI,FASHION,3,UNIT,2019
339,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,0,UNIT,2019
340,32,JAWA BARAT,3275,KOTA BEKASI,JASA,3,UNIT,2019
341,32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,1,UNIT,2019
342,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,16,UNIT,2019
343,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,0,UNIT,2019
344,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,0,UNIT,2019
345,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0,UNIT,2019
346,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0,UNIT,2019
347,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0,UNIT,2019
348,32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0,UNIT,2019
349,32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0,UNIT,2019
350,32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,5,UNIT,2019
351,32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,0,UNIT,2019
352,32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,0,UNIT,2019
353,32,JAWA BARAT,3276,KOTA DEPOK,FASHION,2,UNIT,2019
354,32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,4,UNIT,2019
355,32,JAWA BARAT,3276,KOTA DEPOK,JASA,0,UNIT,2019
356,32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0,UNIT,2019
357,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,36,UNIT,2019
358,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,4,UNIT,2019
359,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,0,UNIT,2019
360,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0,UNIT,2019
361,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0,UNIT,2019
362,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0,UNIT,2019
363,32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0,UNIT,2019
364,32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0,UNIT,2019
365,32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,9,UNIT,2019
366,32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,0,UNIT,2019
367,32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,0,UNIT,2019
368,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,23,UNIT,2019
369,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,0,UNIT,2019
370,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,0,UNIT,2019
371,32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,0,UNIT,2019
372,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,0,UNIT,2019
373,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,52,UNIT,2019
374,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,0,UNIT,2019
375,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,0,UNIT,2019
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,0,UNIT,2019
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0,UNIT,2019
378,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,0,UNIT,2019
379,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0,UNIT,2019
380,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,9,UNIT,2019
381,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,0,UNIT,2019
382,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,0,UNIT,2019
383,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,15,UNIT,2019
384,32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,1,UNIT,2019
385,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,0,UNIT,2019
386,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,15,UNIT,2019
387,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,5,UNIT,2019
388,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,39,UNIT,2019
389,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,6,UNIT,2019
390,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,0,UNIT,2019
391,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,0,UNIT,2019
392,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0,UNIT,2019
393,32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0,UNIT,2019
394,32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,1,UNIT,2019
395,32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,0,UNIT,2019
396,32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,1,UNIT,2019
397,32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,0,UNIT,2019
398,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,0,UNIT,2019
399,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,5,UNIT,2019
400,32,JAWA BARAT,3279,KOTA BANJAR,JASA,3,UNIT,2019
401,32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1,UNIT,2019
402,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,3,UNIT,2019
403,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,23,UNIT,2019
404,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,2,UNIT,2019
405,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,0,UNIT,2019
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,11,UNIT,2020
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,0,UNIT,2020
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,0,UNIT,2020
409,32,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,0,UNIT,2020
410,32,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,37,UNIT,2020
411,32,JAWA BARAT,3201,KABUPATEN BOGOR,DEKORASI,0,UNIT,2020
412,32,JAWA BARAT,3201,KABUPATEN BOGOR,MEBEL,0,UNIT,2020
413,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,35,UNIT,2020
414,32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,16,UNIT,2020
415,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA,14,UNIT,2020
416,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,1,UNIT,2020
417,32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,52,UNIT,2020
418,32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,104,UNIT,2020
419,32,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,14,UNIT,2020
420,32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,0,UNIT,2020
421,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,11,UNIT,2020
422,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,4,UNIT,2020
423,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,0,UNIT,2020
424,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,1,UNIT,2020
425,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,29,UNIT,2020
426,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DEKORASI,0,UNIT,2020
427,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MEBEL,0,UNIT,2020
428,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,19,UNIT,2020
429,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,15,UNIT,2020
430,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA,3,UNIT,2020
431,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,10,UNIT,2020
432,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,42,UNIT,2020
433,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,77,UNIT,2020
434,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,9,UNIT,2020
435,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,0,UNIT,2020
436,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,16,UNIT,2020
437,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,0,UNIT,2020
438,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,1,UNIT,2020
439,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,1,UNIT,2020
440,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,11,UNIT,2020
441,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DEKORASI,1,UNIT,2020
442,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MEBEL,1,UNIT,2020
443,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,18,UNIT,2020
444,32,JAWA BARAT,3203,KABUPATEN CIANJUR,INDUSTRI,2,UNIT,2020
445,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,10,UNIT,2020
446,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,11,UNIT,2020
447,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,20,UNIT,2020
448,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,94,UNIT,2020
449,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,21,UNIT,2020
450,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,4,UNIT,2020
451,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AGRIBISNIS,0,UNIT,2020
452,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,2,UNIT,2020
453,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,0,UNIT,2020
454,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,1,UNIT,2020
455,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,22,UNIT,2020
456,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DEKORASI,1,UNIT,2020
457,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MEBEL,0,UNIT,2020
458,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,30,UNIT,2020
459,32,JAWA BARAT,3204,KABUPATEN BANDUNG,INDUSTRI,10,UNIT,2020
460,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,4,UNIT,2020
461,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,27,UNIT,2020
462,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,47,UNIT,2020
463,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,144,UNIT,2020
464,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,12,UNIT,2020
465,32,JAWA BARAT,3204,KABUPATEN BANDUNG,OBAT-OBATAN,0,UNIT,2020
466,32,JAWA BARAT,3205,KABUPATEN GARUT,AGRIBISNIS,7,UNIT,2020
467,32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,8,UNIT,2020
468,32,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,2,UNIT,2020
469,32,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,0,UNIT,2020
470,32,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,18,UNIT,2020
471,32,JAWA BARAT,3205,KABUPATEN GARUT,DEKORASI,0,UNIT,2020
472,32,JAWA BARAT,3205,KABUPATEN GARUT,MEBEL,1,UNIT,2020
473,32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,36,UNIT,2020
474,32,JAWA BARAT,3205,KABUPATEN GARUT,INDUSTRI,9,UNIT,2020
475,32,JAWA BARAT,3205,KABUPATEN GARUT,JASA,7,UNIT,2020
476,32,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,20,UNIT,2020
477,32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,44,UNIT,2020
478,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,90,UNIT,2020
479,32,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,8,UNIT,2020
480,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,0,UNIT,2020
481,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AGRIBISNIS,5,UNIT,2020
482,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,1,UNIT,2020
483,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,0,UNIT,2020
484,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,0,UNIT,2020
485,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,25,UNIT,2020
486,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DEKORASI,0,UNIT,2020
